Mass Wall,Metal Wall,Roof,SlabEdge,Glass,Infil,LPD,EPD (0 1st$),MWh,kWh $,kW $,Util $,Addl 1st $,40yr LCS,40yr LCS 2%,LEED
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,618.7,22490,24642,47779,-2653,183401.8285,279391.1178,10
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,616.025,22394,24548,47590,-438,187611.6635,284799.5506,10
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,622.605,22627,24824,48099,-955,177451.2425,271411.16,9
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,617.46,22446,24544,47637,-740,184263.9725,281153.7956,10
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.5,614.672,22345,24449,47442,1475,188591.0475,286717.5191,10
E10,E30,R-25,"2"" Vert",SB60,0.1,0.5,1.5,633.574,23022,25781,49450,958,157635.564,243027.7271,8
E11,E30,R-25,"2"" Vert",SB60,0.1,0.5,1.5,631.137,22936,25533,49117,-7323,161927.634,249431.6122,8
E12,E30,R-25,"2"" Vert",SB60,0.1,0.5,1.5,630.174,22901,25467,49017,-5108,164398.409,252536.5659,9
E10,E31,R-25,"2"" Vert",SB60,0.1,0.5,1.5,634.636,23060,25897,49604,-5625,168372.7565,252788.2844,8
E11,E31,R-25,"2"" Vert",SB60,0.1,0.5,1.5,632.061,22968,25674,49291,-21069,172274.0265,258674.5338,8
E12,E31,R-25,"2"" Vert",SB60,0.1,0.5,1.5,631.362,22943,25607,49197,-18855,174627.5615,261624.1968,8
E10,E32,R-25,"2"" Vert",SB60,0.1,0.5,1.5,633.948,23035,25809,49493,-19371,168629.1605,253748.6268,8
E11,E32,R-25,"2"" Vert",SB60,0.1,0.5,1.5,631.462,22947,25575,49170,-19157,172725.8305,259893.694,8
E12,E32,R-25,"2"" Vert",SB60,0.1,0.5,1.5,630.53,22914,25511,49073,-16942,175137.9855,262921.0024,9
E10,E30,R-30,"2"" Vert",SB60,0.1,0.5,1.5,629.051,22862,25175,48686,-17459,165241.116,255478.4045,9
E11,E30,R-30,"2"" Vert",SB60,0.1,0.5,1.5,624.996,22715,24896,48260,0,171350.406,264289.2958,9
E12,E30,R-30,"2"" Vert",SB60,0.1,0.5,1.5,625.015,22719,24840,48208,2215,172883.261,266151.9237,9
E10,E31,R-30,"2"" Vert",SB60,0.1,0.5,1.5,630.229,22904,25319,48870,1698,175392.1085,264462.5081,9
E11,E31,R-30,"2"" Vert",SB60,0.1,0.5,1.5,624.85,22708,25011,48368,-13746,182986.4385,275240.4152,9
E12,E31,R-30,"2"" Vert",SB60,0.1,0.5,1.5,626.681,22779,24980,48407,-11532,182741.1535,274747.8006,9
E10,E32,R-30,"2"" Vert",SB60,0.1,0.5,1.5,629.272,22870,25223,48740,-12048,176019.7725,265914.6045,9
E11,E32,R-30,"2"" Vert",SB60,0.1,0.5,1.5,624.071,22681,24911,48238,-11834,183614.1025,276692.5116,9
E12,E32,R-30,"2"" Vert",SB60,0.1,0.5,1.5,625.605,22740,24889,48277,-9619,183368.8175,276199.8969,9
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,629.54,22882,25425,48955,-10136,165216.789,253748.1367,9
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,625.475,22735,25149,48531,-5232,171286.999,262507.2645,9
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,623.426,22660,25048,48356,-3017,175223.274,267553.3522,9
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,630.394,22912,25559,49120,-3534,175739.0415,263223.9944,8
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,627.268,22799,25313,48760,-18978,180558.6915,270326.6877,9
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,624.777,22709,25211,48569,-16764,184807.6065,275786.884,9
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,629.829,22892,25470,49010,-17280,175975.9055,264158.4549,9
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,626.153,22759,25204,48611,-17066,181557.6155,272270.538,9
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,623.943,22679,25113,48439,-14851,185435.2705,277238.9804,9
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,623.271,22657,24768,48072,-15368,175147.601,269278.7467,9
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,619.034,22507,24478,47631,2091,181549.991,278477.8648,10
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,616.242,22406,24406,47459,4306,185427.646,283446.3072,10
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,624.427,22698,24911,48256,3789,185298.5935,278262.8504,9
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,620.974,22577,24632,47856,-11655,190899.8435,286400.8152,9
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,618.358,22482,24538,47667,-9441,195109.6785,291809.248,10
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,623.673,22671,24817,48136,-9957,185730.8575,279456.1289,9
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,619.74,22533,24528,47709,-9743,191859.6875,288292.9019,10
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.5,616.986,22433,24436,47518,-7528,196108.6025,293753.0983,10
E10,E30,R-25,"2"" Vert",SB70,0.15,0.5,1.5,638.756,23199,26286,50132,-8045,135306.689,216373.7533,8
E11,E30,R-25,"2"" Vert",SB70,0.15,0.5,1.5,635.779,23093,26054,49795,1680,139676.919,222881.1656,8
E12,E30,R-25,"2"" Vert",SB70,0.15,0.5,1.5,635.343,23078,25997,49722,3894,141620.114,225287.311,8
E10,E31,R-25,"2"" Vert",SB70,0.15,0.5,1.5,640.084,23247,26416,50312,3378,145535.8415,225461.3842,8
E11,E31,R-25,"2"" Vert",SB70,0.15,0.5,1.5,637.095,23140,26183,49970,-12067,150003.7715,232098.2053,8
E12,E31,R-25,"2"" Vert",SB70,0.15,0.5,1.5,636.327,23113,26118,49880,-9852,152279.1465,234944.3412,8
E10,E32,R-25,"2"" Vert",SB70,0.15,0.5,1.5,639.21,23215,26327,50190,-10369,146007.1855,226706.4262,8
E11,E32,R-25,"2"" Vert",SB70,0.15,0.5,1.5,636.219,23109,26094,49851,-10154,150416.4955,233265.602,8
E12,E32,R-25,"2"" Vert",SB70,0.15,0.5,1.5,635.475,23083,26033,49763,-7939,152652.7905,236059.9743,8
E10,E30,R-30,"2"" Vert",SB70,0.15,0.5,1.5,633.053,22997,25680,49326,-8456,143732.921,229911.4657,8
E11,E30,R-30,"2"" Vert",SB70,0.15,0.5,1.5,630.82,22918,25457,49023,9003,147438.791,235538.8972,9
E12,E30,R-30,"2"" Vert",SB70,0.15,0.5,1.5,629.842,22883,25402,48933,11217,149714.166,238385.033,9
E10,E31,R-30,"2"" Vert",SB70,0.15,0.5,1.5,634.162,23036,25807,49490,10701,154274.7135,239413.2051,8
E11,E31,R-30,"2"" Vert",SB70,0.15,0.5,1.5,631.862,22955,25587,49188,-4744,157961.0435,245014.7548,8
E12,E31,R-30,"2"" Vert",SB70,0.15,0.5,1.5,630.939,22922,25522,49092,-2529,160353.6585,248016.1814,9
E10,E32,R-30,"2"" Vert",SB70,0.15,0.5,1.5,633.777,23023,25728,49400,-3046,154120.7775,239830.03,8
E11,E32,R-30,"2"" Vert",SB70,0.15,0.5,1.5,631.548,22944,25506,49099,-2831,157787.5675,245405.6979,9
E12,E32,R-30,"2"" Vert",SB70,0.15,0.5,1.5,630.218,22896,25436,48981,-616,160610.0625,248976.5238,9
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,633.169,23003,25945,49595,-1133,143708.594,228181.198,8
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,630.631,22913,25706,49266,3771,147922.504,234481.5559,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,630.026,22892,25644,49184,5985,150041.559,237120.6375,8
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,634.416,23047,26084,49780,5469,153840.0465,237139.4199,8
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,631.638,22949,25837,49434,-9976,158386.1365,243879.7682,8
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,631.035,22928,25779,49353,-7761,160485.6515,246492.968,8
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,633.608,23019,25992,49659,-8278,154291.8505,238358.5801,8
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,630.958,22925,25749,49323,-8063,158642.5405,244840.1106,8
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,630.791,22919,25699,49267,-5848,160253.5555,246806.2657,8
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,629.03,22857,25373,48879,-6365,150376.226,239389.5495,9
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,623.688,22664,25071,48383,11094,157853.316,250012.1659,9
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,625.286,22725,25032,48404,13308,157959.751,249985.4234,9
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,629.641,22879,25493,49021,12792,161347.8985,249460.6883,9
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,625.925,22745,25241,48635,-2653,166675.5885,257236.3081,9
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,624.803,22703,25164,48516,-438,169517.6235,260833.0158,9
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,629.338,22868,25416,48931,-955,161193.9625,249877.5131,9
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,624.458,22692,25138,48478,-740,167830.8325,259387.2127,9
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.5,624.898,22709,25063,48421,1475,169461.3875,261379.2495,9
E10,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.5,639.037,23215,26304,50166,958,143644.924,224496.3676,8
E11,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.5,635.897,23103,26059,49809,-7323,148405.954,231521.4156,8
E12,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.5,635.076,23074,25990,49710,-5108,150857.189,234600.4875,8
E10,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.5,640.308,23260,26435,50344,-5625,153913.1565,233635.762,8
E11,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.5,637.212,23150,26192,49990,-21069,158615.5665,240583.1646,8
E12,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.5,636.381,23121,26123,49892,-18855,161047.2615,243636.3547,8
E10,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.5,639.461,23230,26343,50221,-19371,154404.0405,234906.6858,8
E11,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.5,636.374,23120,26099,49869,-19157,159067.3705,241802.3248,8
E12,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.5,635.519,23090,26036,49773,-16942,161459.9855,244803.7514,8
E10,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.5,633.64,23024,25707,49378,-17459,151719.436,237568.2078,8
E11,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.5,631.03,22931,25458,49038,0,156148.286,244153.2654,9
E12,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.5,630.051,22896,25403,48945,2215,158482.281,247077.0466,9
E10,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.5,634.391,23050,25815,49511,1698,162866.9685,247872.2826,8
E11,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.5,632.006,22966,25587,49201,-13746,166709.6185,253680.8866,8
E12,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.5,631.026,22931,25523,49101,-11532,169180.3935,256785.8403,9
E10,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.5,633.675,23025,25738,49412,-12048,162888.8925,248522.0435,8
E11,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.5,631.286,22940,25499,49086,-11834,167044.1825,254744.7561,9
E12,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.5,630.323,22906,25435,48989,-9619,169456.3375,257772.0645,9
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,633.91,23036,25949,49633,-10136,151968.669,236200.2851,8
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,631.249,22941,25711,49302,-5232,156221.659,242552.4066,8
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,630.573,22917,25646,49211,-3017,158516.574,245424.4242,8
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,635.078,23077,26089,49814,-3534,162178.2815,245262.0341,8
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,632.289,22978,25850,49475,-18978,166587.5915,251821.2099,8
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,631.626,22955,25790,49394,-16764,168687.1065,254434.4097,8
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,634.308,23050,25994,49693,-17280,162630.0855,246481.1944,8
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,631.602,22954,25765,49368,-17066,166765.8355,252678.0252,8
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,630.925,22930,25689,49267,-14851,169256.1505,255808.8607,8
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,629.412,22877,25351,48875,-15368,159456.981,248495.6717,9
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,625.202,22725,25071,48443,2091,165683.511,257461.8537,9
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,622.993,22644,24975,48267,4306,169639.326,262533.8232,9
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,630.238,22906,25479,49033,3789,170116.0135,258152.7018,9
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,626.882,22785,25236,48667,-11655,175052.9035,265410.6859,9
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,624.599,22702,25137,48489,-9441,179047.7985,270534.419,9
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,629.69,22887,25391,48926,-9957,170294.2575,259009.5171,9
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,625.892,22749,25135,48531,-9743,175797.8075,267018.073,9
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,623.58,22665,25031,48346,-7528,179929.4825,272322.9786,9
E10,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.5,644.213,23393,26742,50783,-8045,122586.149,199524.7099,7
E11,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.5,641.628,23301,26594,50541,1680,125100.079,203573.3524,7
E12,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.5,640.84,23273,26540,50459,3894,127219.134,206212.434,7
E10,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.5,645.653,23444,26877,50969,3378,132698.0615,208457.05,7
E11,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.5,642.426,23329,26640,50617,-12067,137361.3915,215352.6891,7
E12,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.5,641.594,23300,26578,50525,-9852,139675.8465,218250.5885,7
E10,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.5,644.735,23411,26789,50847,-10369,133169.4055,209702.0921,7
E11,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.5,641.496,23296,26550,50493,-10154,137871.8155,216649.4947,7
E12,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.5,641.267,23288,26575,50512,-7939,138017.3305,216674.5157,7
E10,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.5,638.543,23191,26204,50044,-8456,129703.201,211328.3426,8
E11,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.5,635.575,23086,25966,49701,9003,134190.671,217991.0456,8
E12,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.5,634.816,23059,25907,49614,11217,136407.426,220759.536,8
E10,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.5,639.87,23238,26330,50216,10701,140088.6735,220623.0277,8
E11,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.5,636.92,23134,26103,49883,-4744,144380.7435,227026.9128,8
E12,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.5,636.152,23106,26041,49793,-2529,146656.1185,229873.0487,8
E10,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.5,639.016,23208,26246,50102,-3046,140403.6975,221661.0154,8
E11,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.5,636.013,23101,26012,49761,-2831,144852.0875,228271.9548,8
E12,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.5,635.271,23075,25950,49674,-616,147068.8425,231040.4453,8
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,638.788,23202,26493,50342,-1133,129112.214,208847.503,8
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,635.748,23094,26245,49985,3771,133873.244,215872.551,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,634.962,23066,26176,49889,5985,136265.859,218873.9776,8
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,639.517,23228,26534,50408,5469,141568.9265,220885.6576,7
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,637.129,23143,26382,50173,-9976,143946.0765,224753.1276,8
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,636.297,23114,26315,50078,-7761,146319.1515,227728.6723,8
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,639.189,23217,26528,50393,-8278,139949.4905,219361.3484,7
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,636.214,23111,26288,50048,-8063,144476.0405,226075.8149,8
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,635.431,23083,26223,49954,-5848,146829.5755,229025.4779,8
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,632.971,22996,25864,49507,-6365,138105.106,223135.7873,8
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,630.452,22906,25627,49182,11094,142240.856,229332.6181,8
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,629.847,22885,25565,49098,13308,144398.991,232023.4632,9
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,634.225,23040,26001,49689,12792,148295.1785,232171.6545,8
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,631.462,22942,25758,49346,-2653,152782.6485,238834.3575,8
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,630.851,22921,25692,49262,-438,154940.7835,241525.2026,8
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,633.426,23012,25907,49567,-955,148766.5225,233416.6965,8
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,630.788,22918,25670,49236,-740,153019.5125,239768.8181,8
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,630.401,22905,25611,49165,1475,154923.6275,242123.1999,8
E10,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.5,644.46,23407,26756,50813,958,131002.544,207750.8513,7
E11,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.5,641.667,23308,26610,50568,-7323,133575.094,211877.1392,7
E12,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.5,640.838,23278,26554,50481,-5108,135791.849,214645.6296,7
E10,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.5,645.839,23456,26888,50993,-5625,141231.6965,216838.4821,7
E11,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.5,642.531,23339,26663,50650,-21069,145719.1665,223501.1851,7
E12,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.5,641.623,23306,26597,50551,-18855,148170.4015,226580.257,7
E10,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.5,644.946,23425,26801,50874,-19371,141644.4205,218005.8788,7
E11,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.5,641.568,23304,26569,50522,-19157,146307.7505,224901.5179,7
E12,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.5,641.264,23293,26592,50534,-16942,146590.0455,225107.7114,7
E10,E30,R-30,"2"" Vert",SB60,0.2,0.5,1.5,638.747,23204,26225,50077,-17459,138060.976,219476.8386,8
E11,E30,R-30,"2"" Vert",SB60,0.2,0.5,1.5,635.687,23095,25976,49720,0,142822.006,226501.8866,8
E12,E30,R-30,"2"" Vert",SB60,0.2,0.5,1.5,634.932,23069,25911,49627,2215,145156.001,229425.6678,8
E10,E31,R-30,"2"" Vert",SB60,0.2,0.5,1.5,640.022,23250,26353,50251,1698,148407.3685,228719.7602,8
E11,E31,R-30,"2"" Vert",SB60,0.2,0.5,1.5,636.993,23142,26114,49904,-13746,152972.9985,235485.9903,8
E12,E31,R-30,"2"" Vert",SB60,0.2,0.5,1.5,636.217,23114,26047,49809,-11532,155346.0735,238461.5351,8
E10,E32,R-30,"2"" Vert",SB60,0.2,0.5,1.5,639.191,23220,26267,50135,-12048,148761.4725,229809.5115,8
E11,E32,R-30,"2"" Vert",SB60,0.2,0.5,1.5,636.149,23112,26020,49781,-11834,153463.8825,236756.9141,8
E12,E32,R-30,"2"" Vert",SB60,0.2,0.5,1.5,635.38,23085,25955,49688,-9619,155797.8775,239680.6953,8
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,639.373,23229,26505,50382,-10136,137333.209,216814.8266,7
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,636.295,23120,26255,50022,-5232,142152.859,223917.5199,8
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,635.464,23090,26181,49921,-3017,144643.174,227048.3554,8
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,640.165,23257,26547,50454,-3534,149672.6815,228697.6904,7
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,637.948,23178,26410,50235,-18978,151737.1915,232151.0518,8
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,636.78,23137,26327,50113,-16764,154637.8465,235825.4048,8
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,639.764,23243,26543,50433,-17280,148170.4855,227328.6719,7
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,636.764,23136,26303,50088,-17066,152697.0355,234043.1385,8
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,635.959,23108,26234,49989,-14851,155148.2705,237122.2104,8
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,633.612,23024,25872,49545,-15368,146365.181,231154.8743,8
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,631.013,22932,25631,49212,2091,150657.251,237558.7594,8
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,630.397,22910,25567,49126,4306,152854.466,240301.3681,8
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,634.758,23065,26008,49724,3789,156613.8735,240268.387,8
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,632.298,22978,25781,49408,-11655,160573.7635,246232.2817,8
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,631.391,22946,25711,49304,-9441,163122.6985,249440.7625,8
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,634.001,23038,25919,49605,-9957,157026.5975,241435.7836,8
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,631.37,22945,25678,49270,-9743,161357.7475,247891.4323,8
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,630.719,22922,25609,49179,-7528,163652.6625,250763.4499,8
E10,E30,R-25,"2"" Vert",SB70,0.25,0.5,1.5,650.915,23631,27325,51606,-8045,106504.729,178223.9992,7
E11,E30,R-25,"2"" Vert",SB70,0.25,0.5,1.5,647.418,23506,27079,51233,1680,111578.399,185663.1557,7
E12,E30,R-25,"2"" Vert",SB70,0.25,0.5,1.5,646.439,23471,27008,51126,3894,114185.954,188949.282,7
E10,E31,R-25,"2"" Vert",SB70,0.25,0.5,1.5,652.414,23684,27471,51803,3378,116401.7015,186871.6396,6
E11,E31,R-25,"2"" Vert",SB70,0.25,0.5,1.5,648.86,23558,27223,51427,-12067,121533.9915,194388.4416,7
E12,E31,R-25,"2"" Vert",SB70,0.25,0.5,1.5,647.93,23524,27153,51324,-9852,124063.3865,197571.0406,7
E10,E32,R-25,"2"" Vert",SB70,0.25,0.5,1.5,651.469,23651,27371,51670,-10369,117087.9855,188401.3813,6
E11,E32,R-25,"2"" Vert",SB70,0.25,0.5,1.5,647.908,23524,27122,51294,-10154,122220.2755,195918.1832,7
E12,E32,R-25,"2"" Vert",SB70,0.25,0.5,1.5,647.006,23492,27056,51196,-7939,124651.9705,198971.3734,7
E10,E30,R-30,"2"" Vert",SB70,0.25,0.5,1.5,643.977,23384,26650,50682,-8456,117236.681,194815.7624,7
E11,E30,R-30,"2"" Vert",SB70,0.25,0.5,1.5,641.474,23295,26506,50449,9003,119574.751,198631.4688,7
E12,E30,R-30,"2"" Vert",SB70,0.25,0.5,1.5,640.682,23267,26446,50361,11217,121811.046,201425.8411,8
E10,E31,R-30,"2"" Vert",SB70,0.25,0.5,1.5,645.445,23436,26787,50871,10701,127289.9735,203670.4572,7
E11,E31,R-30,"2"" Vert",SB70,0.25,0.5,1.5,642.224,23321,26545,50515,-4744,132031.4635,210669.6234,7
E12,E31,R-30,"2"" Vert",SB70,0.25,0.5,1.5,641.432,23293,26488,50431,-2529,134189.5985,213360.4685,7
E10,E32,R-30,"2"" Vert",SB70,0.25,0.5,1.5,644.461,23401,26693,50743,-3046,127878.5575,205070.7899,7
E11,E32,R-30,"2"" Vert",SB70,0.25,0.5,1.5,641.367,23291,26466,50406,-2831,132248.7875,211578.2022,7
E12,E32,R-30,"2"" Vert",SB70,0.25,0.5,1.5,641.143,23283,26489,50419,-616,132511.5425,211758.5139,7
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,643.995,23387,26912,50948,-1133,117270.974,193163.1401,7
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,640.75,23271,26679,50598,3771,121895.224,200007.0155,7
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,640.01,23245,26625,50519,5985,123955.659,202568.4517,7
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,645.437,23438,27048,51135,5469,127363.3465,202069.5984,7
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,642.214,23323,26814,50788,-9976,131928.9765,208835.8285,7
