Mass Wall,Metal Wall,Roof,SlabEdge,Glass,Infil,LPD,EPD (0 1st$),EUI,Util $,Addl 1st $,40yr LCS,LEED
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,82.40,49394,-16764,168687.1065,8
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,82.75,49693,-17280,162630.0855,8
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,82.40,49368,-17066,166765.8355,8
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,82.31,49267,-14851,169256.1505,8
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,82.11,48875,-15368,159456.981,9
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,81.56,48443,2091,165683.511,9
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,81.27,48267,4306,169639.326,9
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,82.22,49033,3789,170116.0135,9
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,81.78,48667,-11655,175052.9035,9
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,81.48,48489,-9441,179047.7985,9
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,82.15,48926,-9957,170294.2575,9
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,81.65,48531,-9743,175797.8075,9
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.5,81.35,48346,-7528,179929.4825,9
E10,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.5,84.04,50783,-8045,122586.149,7
E11,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.5,83.71,50541,1680,125100.079,7
E12,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.5,83.60,50459,3894,127219.134,7
E10,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.5,84.23,50969,3378,132698.0615,7
E11,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.5,83.81,50617,-12067,137361.3915,7
E12,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.5,83.70,50525,-9852,139675.8465,7
E10,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.5,84.11,50847,-10369,133169.4055,7
E11,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.5,83.69,50493,-10154,137871.8155,7
E12,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.5,83.66,50512,-7939,138017.3305,7
E10,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.5,83.30,50044,-8456,129703.201,8
E11,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.5,82.92,49701,9003,134190.671,8
E12,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.5,82.82,49614,11217,136407.426,8
E10,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.5,83.48,50216,10701,140088.6735,8
E11,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.5,83.09,49883,-4744,144380.7435,8
E12,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.5,82.99,49793,-2529,146656.1185,8
E10,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.5,83.36,50102,-3046,140403.6975,8
E11,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.5,82.97,49761,-2831,144852.0875,8
E12,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.5,82.88,49674,-616,147068.8425,8
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,83.34,50342,-1133,129112.214,8
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,82.94,49985,3771,133873.244,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,82.84,49889,5985,136265.859,8
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,83.43,50408,5469,141568.9265,7
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,83.12,50173,-9976,143946.0765,8
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,83.01,50078,-7761,146319.1515,8
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,83.39,50393,-8278,139949.4905,7
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,83.00,50048,-8063,144476.0405,8
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,82.90,49954,-5848,146829.5755,8
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,82.58,49507,-6365,138105.106,8
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,82.25,49182,11094,142240.856,8
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,82.17,49098,13308,144398.991,9
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,82.74,49689,12792,148295.1785,8
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,82.38,49346,-2653,152782.6485,8
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,82.30,49262,-438,154940.7835,8
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,82.64,49567,-955,148766.5225,8
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,82.29,49236,-740,153019.5125,8
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.5,82.24,49165,1475,154923.6275,8
E10,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.5,84.07,50813,958,131002.544,7
E11,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.5,83.71,50568,-7323,133575.094,7
E12,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.5,83.60,50481,-5108,135791.849,7
E10,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.5,84.25,50993,-5625,141231.6965,7
E11,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.5,83.82,50650,-21069,145719.1665,7
E12,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.5,83.70,50551,-18855,148170.4015,7
E10,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.5,84.14,50874,-19371,141644.4205,7
E11,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.5,83.70,50522,-19157,146307.7505,7
E12,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.5,83.66,50534,-16942,146590.0455,7
E10,E30,R-30,"2"" Vert",SB60,0.2,0.5,1.5,83.33,50077,-17459,138060.976,8
E11,E30,R-30,"2"" Vert",SB60,0.2,0.5,1.5,82.93,49720,0,142822.006,8
E12,E30,R-30,"2"" Vert",SB60,0.2,0.5,1.5,82.83,49627,2215,145156.001,8
E10,E31,R-30,"2"" Vert",SB60,0.2,0.5,1.5,83.50,50251,1698,148407.3685,8
E11,E31,R-30,"2"" Vert",SB60,0.2,0.5,1.5,83.10,49904,-13746,152972.9985,8
E12,E31,R-30,"2"" Vert",SB60,0.2,0.5,1.5,83.00,49809,-11532,155346.0735,8
E10,E32,R-30,"2"" Vert",SB60,0.2,0.5,1.5,83.39,50135,-12048,148761.4725,8
E11,E32,R-30,"2"" Vert",SB60,0.2,0.5,1.5,82.99,49781,-11834,153463.8825,8
E12,E32,R-30,"2"" Vert",SB60,0.2,0.5,1.5,82.89,49688,-9619,155797.8775,8
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,83.41,50382,-10136,137333.209,7
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,83.01,50022,-5232,142152.859,8
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,82.90,49921,-3017,144643.174,8
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,83.51,50454,-3534,149672.6815,7
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,83.23,50235,-18978,151737.1915,8
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,83.07,50113,-16764,154637.8465,8
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,83.46,50433,-17280,148170.4855,7
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,83.07,50088,-17066,152697.0355,8
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,82.97,49989,-14851,155148.2705,8
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,82.66,49545,-15368,146365.181,8
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,82.32,49212,2091,150657.251,8
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,82.24,49126,4306,152854.466,8
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,82.81,49724,3789,156613.8735,8
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,82.49,49408,-11655,160573.7635,8
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,82.37,49304,-9441,163122.6985,8
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,82.71,49605,-9957,157026.5975,8
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,82.37,49270,-9743,161357.7475,8
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.2,0.5,1.5,82.28,49179,-7528,163652.6625,8
E10,E30,R-25,"2"" Vert",SB70,0.25,0.5,1.5,84.92,51606,-8045,106504.729,7
E11,E30,R-25,"2"" Vert",SB70,0.25,0.5,1.5,84.46,51233,1680,111578.399,7
E12,E30,R-25,"2"" Vert",SB70,0.25,0.5,1.5,84.33,51126,3894,114185.954,7
E10,E31,R-25,"2"" Vert",SB70,0.25,0.5,1.5,85.11,51803,3378,116401.7015,6
E11,E31,R-25,"2"" Vert",SB70,0.25,0.5,1.5,84.65,51427,-12067,121533.9915,7
E12,E31,R-25,"2"" Vert",SB70,0.25,0.5,1.5,84.53,51324,-9852,124063.3865,7
E10,E32,R-25,"2"" Vert",SB70,0.25,0.5,1.5,84.99,51670,-10369,117087.9855,6
E11,E32,R-25,"2"" Vert",SB70,0.25,0.5,1.5,84.52,51294,-10154,122220.2755,7
E12,E32,R-25,"2"" Vert",SB70,0.25,0.5,1.5,84.41,51196,-7939,124651.9705,7
E10,E30,R-30,"2"" Vert",SB70,0.25,0.5,1.5,84.01,50682,-8456,117236.681,7
E11,E30,R-30,"2"" Vert",SB70,0.25,0.5,1.5,83.69,50449,9003,119574.751,7
E12,E30,R-30,"2"" Vert",SB70,0.25,0.5,1.5,83.58,50361,11217,121811.046,8
E10,E31,R-30,"2"" Vert",SB70,0.25,0.5,1.5,84.20,50871,10701,127289.9735,7
E11,E31,R-30,"2"" Vert",SB70,0.25,0.5,1.5,83.78,50515,-4744,132031.4635,7
E12,E31,R-30,"2"" Vert",SB70,0.25,0.5,1.5,83.68,50431,-2529,134189.5985,7
E10,E32,R-30,"2"" Vert",SB70,0.25,0.5,1.5,84.08,50743,-3046,127878.5575,7
E11,E32,R-30,"2"" Vert",SB70,0.25,0.5,1.5,83.67,50406,-2831,132248.7875,7
E12,E32,R-30,"2"" Vert",SB70,0.25,0.5,1.5,83.64,50419,-616,132511.5425,7
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,84.01,50948,-1133,117270.974,7
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,83.59,50598,3771,121895.224,7
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,83.49,50519,5985,123955.659,7
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,84.20,51135,5469,127363.3465,7
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,83.78,50788,-9976,131928.9765,7
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,83.67,50701,-7761,134145.7315,7
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,84.08,51010,-8278,127893.3105,7
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,83.66,50665,-8063,132419.8605,7
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,83.55,50569,-5848,134812.4755,7
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,83.31,50246,-6365,123665.046,8
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,82.91,49889,11094,128426.076,8
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,82.81,49799,13308,130701.451,8
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,83.41,50320,12792,135965.4385,8
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,83.08,50073,-2653,138577.0685,8
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,82.99,49981,-438,140891.5235,8
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,83.36,50301,-955,134424.1625,8
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,82.97,49948,-740,139107.0325,8
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.5,1.5,82.87,49860,1475,141343.3275,8
E10,E30,R-25,"2"" Vert",SB60,0.25,0.5,1.5,84.93,51586,958,115898.124,7
E11,E30,R-25,"2"" Vert",SB60,0.25,0.5,1.5,84.45,51217,-7323,120893.634,7
E12,E30,R-25,"2"" Vert",SB60,0.25,0.5,1.5,84.32,51114,-5108,123423.029,7
E10,E31,R-25,"2"" Vert",SB60,0.25,0.5,1.5,85.12,51773,-5625,125990.4965,6
E11,E31,R-25,"2"" Vert",SB60,0.25,0.5,1.5,84.65,51407,-21069,130927.3865,7
E12,E31,R-25,"2"" Vert",SB60,0.25,0.5,1.5,84.52,51305,-18855,133437.2415,7
E10,E32,R-25,"2"" Vert",SB60,0.25,0.5,1.5,84.99,51646,-19371,126559.5405,6
E11,E32,R-25,"2"" Vert",SB60,0.25,0.5,1.5,84.52,51283,-19157,131437.8105,7
E12,E32,R-25,"2"" Vert",SB60,0.25,0.5,1.5,84.39,51181,-16942,133947.6655,7
E10,E30,R-30,"2"" Vert",SB60,0.25,0.5,1.5,84.03,50716,-17459,125574.916,7
E11,E30,R-30,"2"" Vert",SB60,0.25,0.5,1.5,83.69,50483,0,127912.986,7
E12,E30,R-30,"2"" Vert",SB60,0.25,0.5,1.5,83.58,50389,2215,130266.521,7
E10,E31,R-30,"2"" Vert",SB60,0.25,0.5,1.5,84.22,50898,1698,135764.9885,7
E11,E31,R-30,"2"" Vert",SB60,0.25,0.5,1.5,83.80,50556,-13746,140232.9185,7
E12,E31,R-30,"2"" Vert",SB60,0.25,0.5,1.5,83.69,50463,-11532,142566.9135,7
E10,E32,R-30,"2"" Vert",SB60,0.25,0.5,1.5,84.10,50776,-12048,136236.3325,7
E11,E32,R-30,"2"" Vert",SB60,0.25,0.5,1.5,83.68,50440,-11834,140587.0225,7
E12,E32,R-30,"2"" Vert",SB60,0.25,0.5,1.5,83.64,50445,-9619,141006.0975,7
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,84.09,50970,-10136,125843.689,7
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,83.66,50639,-5232,130096.679,7
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,83.56,50558,-3017,132196.194,7
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,84.27,51149,-3534,136092.3815,7
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,83.84,50817,-18978,140364.9115,7
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,83.74,50735,-16764,142483.9665,7
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,84.15,51025,-17280,136602.8055,7
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,83.73,50702,-17066,140699.4755,7
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,83.62,50613,-14851,142955.3105,7
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,83.38,50291,-15368,131788.341,8
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,82.98,49925,2091,136725.231,8
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,82.87,49830,4306,139098.306,8
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,83.48,50363,3789,144127.8135,8
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,83.14,50110,-11655,146856.6835,8
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,83.04,50013,-9441,149268.8385,8
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,83.43,50344,-9957,142586.5375,8
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,83.03,49989,-9743,147308.4875,8
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.5,1.5,82.93,49892,-7528,149720.6425,8
E10,E30,R-25,"2"" Vert",SB70,0.1,0.65,1.5,84.55,50286,-8045,132297.529,8
E11,E30,R-25,"2"" Vert",SB70,0.1,0.65,1.5,84.08,49921,1680,137214.879,8
E12,E30,R-25,"2"" Vert",SB70,0.1,0.65,1.5,83.72,49738,3894,141307.474,8
E10,E31,R-25,"2"" Vert",SB70,0.1,0.65,1.5,84.71,50464,3378,142565.7615,7
E11,E31,R-25,"2"" Vert",SB70,0.1,0.65,1.5,84.34,50157,-12067,146349.7915,8
E12,E31,R-25,"2"" Vert",SB70,0.1,0.65,1.5,84.00,49972,-9852,150481.4665,8
E10,E32,R-25,"2"" Vert",SB70,0.1,0.65,1.5,84.62,50348,-10369,142919.8655,8
E11,E32,R-25,"2"" Vert",SB70,0.1,0.65,1.5,84.18,50011,-10154,147290.0955,8
E12,E32,R-25,"2"" Vert",SB70,0.1,0.65,1.5,83.82,49812,-7939,151695.3305,8
E10,E30,R-30,"2"" Vert",SB70,0.1,0.65,1.5,83.77,49489,-8456,140547.901,8
E11,E30,R-30,"2"" Vert",SB70,0.1,0.65,1.5,82.41,48762,9003,152538.731,9
E12,E30,R-30,"2"" Vert",SB70,0.1,0.65,1.5,82.03,48565,11217,156904.886,9
E10,E31,R-30,"2"" Vert",SB70,0.1,0.65,1.5,83.99,49691,10701,150347.1735,8
E11,E31,R-30,"2"" Vert",SB70,0.1,0.65,1.5,82.68,48987,-4744,161888.5835,9
E12,E31,R-30,"2"" Vert",SB70,0.1,0.65,1.5,82.31,48788,-2529,166293.8185,9
E10,E32,R-30,"2"" Vert",SB70,0.1,0.65,1.5,83.86,49561,-3046,150974.8375,8
E11,E32,R-30,"2"" Vert",SB70,0.1,0.65,1.5,82.51,48839,-2831,162867.9675,9
E12,E32,R-30,"2"" Vert",SB70,0.1,0.65,1.5,82.12,48638,-616,167312.2825,9
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,83.63,49648,-1133,142672.974,8
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,82.87,49176,3771,149681.104,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,82.50,48987,5985,153890.939,9
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,83.79,49831,5469,152843.5065,8
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,83.12,49390,-9976,159245.8965,8
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,82.76,49200,-7761,163475.2715,8
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,83.70,49720,-8278,153099.9105,8
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,82.96,49252,-8063,160029.8805,8
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,82.59,49061,-5848,164278.7955,9
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,82.58,48738,-6365,153131.366,9
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,81.10,47924,11094,166822.176,9
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,80.70,47721,13308,171305.571,10
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,82.83,48956,12792,162617.9985,9
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,81.39,48171,-2653,175742.1485,9
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,81.02,47984,-438,179912.9035,9
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,82.66,48809,-955,163577.8425,9
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,81.23,48050,-740,176193.9525,9
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.65,1.5,80.80,47786,1475,181869.2875,10
E10,E30,R-25,"2"" Vert",SB60,0.1,0.65,1.5,84.58,50300,958,141026.564,8
E11,E30,R-25,"2"" Vert",SB60,0.1,0.65,1.5,84.22,49948,-7323,145689.894,8
E12,E30,R-25,"2"" Vert",SB60,0.1,0.65,1.5,83.96,49791,-5108,149274.449,8
E10,E31,R-25,"2"" Vert",SB60,0.1,0.65,1.5,84.73,50471,-5625,151431.5765,7
E11,E31,R-25,"2"" Vert",SB60,0.1,0.65,1.5,84.29,50121,-21069,156055.8265,8
E12,E31,R-25,"2"" Vert",SB60,0.1,0.65,1.5,84.21,50018,-18855,158585.2215,8
E10,E32,R-25,"2"" Vert",SB60,0.1,0.65,1.5,84.62,50353,-19371,151824.7605,8
E11,E32,R-25,"2"" Vert",SB60,0.1,0.65,1.5,84.29,50021,-19157,156097.2905,8
E12,E32,R-25,"2"" Vert",SB60,0.1,0.65,1.5,84.05,49863,-16942,159701.3855,8
E10,E30,R-30,"2"" Vert",SB60,0.1,0.65,1.5,83.86,49488,-17459,149570.036,8
E11,E30,R-30,"2"" Vert",SB60,0.1,0.65,1.5,82.66,48813,0,160544.786,9
E12,E30,R-30,"2"" Vert",SB60,0.1,0.65,1.5,82.25,48617,2215,164891.401,9
E10,E31,R-30,"2"" Vert",SB60,0.1,0.65,1.5,83.69,49535,1698,162398.0085,8
E11,E31,R-30,"2"" Vert",SB60,0.1,0.65,1.5,82.93,49043,-13746,169796.9385,9
E12,E31,R-30,"2"" Vert",SB60,0.1,0.65,1.5,82.55,48847,-11532,174143.5535,9
E10,E32,R-30,"2"" Vert",SB60,0.1,0.65,1.5,83.83,49527,-12048,160641.7925,8
E11,E32,R-30,"2"" Vert",SB60,0.1,0.65,1.5,82.76,48896,-11834,170756.7825,9
E12,E32,R-30,"2"" Vert",SB60,0.1,0.65,1.5,82.36,48700,-9619,175103.3975,9
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,83.70,49663,-10136,151382.469,8
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,83.15,49241,-5232,157413.599,8
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,82.79,49056,-3017,161545.274,9
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,83.99,49901,-3534,160478.3015,8
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,83.39,49459,-18978,166900.2315,8
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,83.04,49281,-16764,170895.1265,8
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,83.80,49742,-17280,161672.6255,8
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,83.24,49325,-17066,167606.0555,8
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,82.87,49129,-14851,171952.6705,8
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,82.84,48783,-15368,161254.661,9
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,81.36,48003,2091,174281.111,9
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,80.95,47787,4306,179018.526,10
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,83.09,49000,3789,170760.8335,9
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,81.64,48236,-11655,183474.6435,9
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,81.26,48041,-9441,187801.7185,9
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,82.93,48855,-9957,171681.5975,9
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,81.49,48122,-9743,183789.6675,9
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.65,1.5,81.05,47860,-7528,189425.9225,9
E10,E30,R-25,"2"" Vert",SB70,0.15,0.65,1.5,85.21,51008,-8045,118189.649,7
E11,E30,R-25,"2"" Vert",SB70,0.15,0.65,1.5,84.82,50644,1680,123087.459,7
E12,E30,R-25,"2"" Vert",SB70,0.15,0.65,1.5,84.68,50540,3894,125636.394,7
E10,E31,R-25,"2"" Vert",SB70,0.15,0.65,1.5,85.36,51167,3378,128829.1415,7
E11,E31,R-25,"2"" Vert",SB70,0.15,0.65,1.5,84.97,50828,-12067,133238.4515,7
E12,E31,R-25,"2"" Vert",SB70,0.15,0.65,1.5,84.90,50743,-9852,135416.1265,7
E10,E32,R-25,"2"" Vert",SB70,0.15,0.65,1.5,85.26,51064,-10369,128929.2255,7
E11,E32,R-25,"2"" Vert",SB70,0.15,0.65,1.5,84.87,50702,-10154,133787.9555,7
E12,E32,R-25,"2"" Vert",SB70,0.15,0.65,1.5,84.74,50601,-7939,136278.2705,7
E10,E30,R-30,"2"" Vert",SB70,0.15,0.65,1.5,84.54,50213,-8456,126400.941,8
E11,E30,R-30,"2"" Vert",SB70,0.15,0.65,1.5,84.06,49850,9003,131279.211,8
E12,E30,R-30,"2"" Vert",SB70,0.15,0.65,1.5,83.70,49662,11217,135469.506,8
E10,E31,R-30,"2"" Vert",SB70,0.15,0.65,1.5,84.68,50376,10701,136962.2735,7
E11,E31,R-30,"2"" Vert",SB70,0.15,0.65,1.5,84.30,50066,-4744,140804.9235,8
E12,E31,R-30,"2"" Vert",SB70,0.15,0.65,1.5,83.97,49882,-2529,144917.0585,8
E10,E32,R-30,"2"" Vert",SB70,0.15,0.65,1.5,84.57,50259,-3046,137335.9175,8
E11,E32,R-30,"2"" Vert",SB70,0.15,0.65,1.5,84.14,49924,-2831,141667.0675,8
E12,E32,R-30,"2"" Vert",SB70,0.15,0.65,1.5,83.80,49738,-616,145818.2825,8
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.5,84.59,50487,-1133,126278.914,7
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.5,84.07,50072,3771,132173.264,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.5,84.08,50050,5985,133119.919,8
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.5,84.72,50653,5469,136781.6265,7
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.5,84.12,50233,-9976,142773.6765,8
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.65,1.5,84.29,50260,-7761,142762.8715,8
