Mass Wall,Metal Wall,Roof,SlabEdge,Glass,Infil,LPD,EPD (0 1st$),EUI,Util $,Addl 1st $,40yr LCS,LEED
E10,E32,R-30,"2"" Vert",SB70,0.25,0.65,1,80.75,50216,-3046,49581.7775,5
E11,E32,R-30,"2"" Vert",SB70,0.25,0.65,1,80.24,49809,-2831,55319.8075,5
E12,E32,R-30,"2"" Vert",SB70,0.25,0.65,1,80.11,49707,-616,57829.6625,5
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1,80.83,50577,-1133,35925.954,4
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1,80.29,50136,3771,42328.344,5
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1,80.15,50033,5985,44857.739,5
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1,81.06,50816,5469,45002.2465,4
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1,80.53,50379,-9976,51326.4765,4
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1,80.38,50253,-7761,54305.2915,4
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1,80.90,50653,-8278,46274.7305,4
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1,80.37,50207,-8063,52774.8205,5
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.25,0.65,1,80.24,50102,-5848,55343.2955,5
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1,79.61,49376,-6365,52070.486,5
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1,79.09,48957,11094,58042.996,6
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1,78.96,48843,13308,60787.331,6
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1,79.82,49598,12792,61478.9585,5
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1,79.30,49170,-2653,67627.3285,5
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1,79.18,49071,-438,70078.5635,5
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1,79.68,49443,-955,62595.1225,5
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1,79.17,49035,-740,68352.6925,6
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.25,0.65,1,79.03,48915,1475,71214.2675,6
E10,E30,R-25,"2"" Vert",SB60,0.25,0.65,1,81.86,51215,958,34553.104,4
E11,E30,R-25,"2"" Vert",SB60,0.25,0.65,1,81.33,50795,-7323,40545.154,4
E12,E30,R-25,"2"" Vert",SB60,0.25,0.65,1,81.19,50683,-5108,43250.409,4
E10,E31,R-25,"2"" Vert",SB60,0.25,0.65,1,82.07,51429,-5625,44117.8965,3
E11,E31,R-25,"2"" Vert",SB60,0.25,0.65,1,81.56,51031,-21069,49680.0665,4
E12,E31,R-25,"2"" Vert",SB60,0.25,0.65,1,81.42,50916,-18855,52443.9415,4
E10,E32,R-25,"2"" Vert",SB60,0.25,0.65,1,81.94,51290,-19371,44921.4205,4
E11,E32,R-25,"2"" Vert",SB60,0.25,0.65,1,81.40,50863,-19157,51050.2505,4
E12,E32,R-25,"2"" Vert",SB60,0.25,0.65,1,81.26,50749,-16942,53794.5855,4
E10,E30,R-30,"2"" Vert",SB60,0.25,0.65,1,80.61,49981,-17459,51342.456,5
E11,E30,R-30,"2"" Vert",SB60,0.25,0.65,1,80.11,49584,0,56885.086,5
E12,E30,R-30,"2"" Vert",SB60,0.25,0.65,1,79.97,49478,2215,59473.101,5
E10,E31,R-30,"2"" Vert",SB60,0.25,0.65,1,80.84,50208,1698,60653.2285,5
E11,E31,R-30,"2"" Vert",SB60,0.25,0.65,1,80.31,49787,-13746,66664.8185,5
E12,E31,R-30,"2"" Vert",SB60,0.25,0.65,1,80.18,49694,-11532,68998.8135,5
E10,E32,R-30,"2"" Vert",SB60,0.25,0.65,1,80.69,50058,-12048,61671.6925,5
E11,E32,R-30,"2"" Vert",SB60,0.25,0.65,1,80.19,49656,-11834,67312.0225,5
E12,E32,R-30,"2"" Vert",SB60,0.25,0.65,1,80.06,49556,-9619,69782.7975,5
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,80.81,50424,-10136,47918.169,4
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,80.28,49992,-5232,54144.699,5
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,80.14,49880,-3017,56849.954,5
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,81.04,50661,-3534,57033.5415,4
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,80.51,50227,-18978,63299.1515,5
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,80.36,50108,-16764,66141.1865,5
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,80.89,50501,-17280,58247.4055,4
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,80.36,50067,-17066,64513.0155,5
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.25,0.65,1,80.21,49949,-14851,67335.5105,5
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,79.62,49223,-15368,64062.701,5
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,79.10,48805,2091,70015.671,6
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,78.97,48700,4306,72584.146,6
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,79.83,49449,3789,73393.0135,5
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,79.32,49035,-11655,79267.8235,6
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,79.19,48922,-9441,81992.6185,6
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,79.70,49299,-9957,74411.4775,5
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,79.18,48886,-9743,80266.7475,6
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.25,0.65,1,79.05,48776,-7528,82932.9225,6
E10,E30,R-25,"2"" Vert",SB70,0.1,0.5,1.25,79.58,48314,-8045,122605.689,8
E11,E30,R-25,"2"" Vert",SB70,0.1,0.5,1.25,79.10,47864,1680,129183.939,8
E12,E30,R-25,"2"" Vert",SB70,0.1,0.5,1.25,78.97,47737,3894,132182.294,8
E10,E31,R-25,"2"" Vert",SB70,0.1,0.5,1.25,79.77,48538,3378,131975.0815,7
E11,E31,R-25,"2"" Vert",SB70,0.1,0.5,1.25,79.30,48118,-12067,137967.1315,8
E12,E31,R-25,"2"" Vert",SB70,0.1,0.5,1.25,79.18,48004,-9852,140711.4665,8
E10,E32,R-25,"2"" Vert",SB70,0.1,0.5,1.25,79.64,48388,-10369,132993.5455,7
E11,E32,R-25,"2"" Vert",SB70,0.1,0.5,1.25,79.18,47958,-10154,139180.9955,8
E12,E32,R-25,"2"" Vert",SB70,0.1,0.5,1.25,79.05,47828,-7939,142237.9705,8
E10,E30,R-30,"2"" Vert",SB70,0.1,0.5,1.25,78.63,47250,-8456,136073.241,8
E11,E30,R-30,"2"" Vert",SB70,0.1,0.5,1.25,78.24,46918,9003,140345.771,9
E12,E30,R-30,"2"" Vert",SB70,0.1,0.5,1.25,78.15,46833,11217,142523.446,9
E10,E31,R-30,"2"" Vert",SB70,0.1,0.5,1.25,78.80,47429,10701,146321.9335,8
E11,E31,R-30,"2"" Vert",SB70,0.1,0.5,1.25,78.39,47092,-4744,150692.1635,9
E12,E31,R-30,"2"" Vert",SB70,0.1,0.5,1.25,78.29,47004,-2529,152928.4585,9
E10,E32,R-30,"2"" Vert",SB70,0.1,0.5,1.25,78.68,47304,-3046,146851.8975,8
E11,E32,R-30,"2"" Vert",SB70,0.1,0.5,1.25,78.30,46977,-2831,151026.7275,9
E12,E32,R-30,"2"" Vert",SB70,0.1,0.5,1.25,78.20,46887,-616,153302.1025,9
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,78.70,47586,-1133,134739.734,8
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,78.29,47204,3771,139989.264,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,78.17,47101,5985,142518.659,9
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,78.90,47823,5469,143855.1065,8
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,78.43,47379,-9976,150316.1165,8
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,78.32,47275,-7761,152865.0515,8
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,78.77,47668,-8278,144971.2705,8
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,78.33,47253,-8063,150865.6205,8
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,78.22,47161,-5848,153180.0755,9
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,77.90,46724,-6365,144260.206,9
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,77.55,46374,11094,148884.456,9
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,77.51,46297,13308,150905.811,9
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,78.05,46885,12792,154860.6185,9
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,77.70,46567,-2653,158859.5885,9
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,77.60,46468,-438,161310.8235,9
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,77.95,46774,-955,155117.0225,9
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,77.64,46456,-740,159115.9925,9
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.1,0.5,1.25,77.50,46336,1475,161977.5675,9
E10,E30,R-25,"2"" Vert",SB60,0.1,0.5,1.25,79.60,48269,958,132487.584,8
E11,E30,R-25,"2"" Vert",SB60,0.1,0.5,1.25,79.10,47846,-7323,138538.254,8
E12,E30,R-25,"2"" Vert",SB60,0.1,0.5,1.25,78.96,47726,-5108,141399.829,8
E10,E31,R-25,"2"" Vert",SB60,0.1,0.5,1.25,79.79,48471,-5625,142286.8565,7
E11,E31,R-25,"2"" Vert",SB60,0.1,0.5,1.25,79.30,48072,-21069,147868.5665,8
E12,E31,R-25,"2"" Vert",SB60,0.1,0.5,1.25,79.17,47960,-18855,150573.8215,8
E10,E32,R-25,"2"" Vert",SB60,0.1,0.5,1.25,79.67,48337,-19371,142992.6805,8
E11,E32,R-25,"2"" Vert",SB60,0.1,0.5,1.25,79.17,47926,-19157,148808.8705,8
E12,E32,R-25,"2"" Vert",SB60,0.1,0.5,1.25,79.03,47803,-16942,151729.0655,8
E10,E30,R-30,"2"" Vert",SB60,0.1,0.5,1.25,78.66,47272,-17459,144645.956,8
E11,E30,R-30,"2"" Vert",SB60,0.1,0.5,1.25,78.26,46928,0,149152.966,9
E12,E30,R-30,"2"" Vert",SB60,0.1,0.5,1.25,78.16,46842,2215,151350.181,9
E10,E31,R-30,"2"" Vert",SB60,0.1,0.5,1.25,78.84,47452,1698,154875.1085,8
E11,E31,R-30,"2"" Vert",SB60,0.1,0.5,1.25,78.41,47092,-13746,159694.7585,9
E12,E31,R-30,"2"" Vert",SB60,0.1,0.5,1.25,78.31,47003,-11532,161950.5935,9
E10,E32,R-30,"2"" Vert",SB60,0.1,0.5,1.25,78.71,47326,-12048,155424.6125,8
E11,E32,R-30,"2"" Vert",SB60,0.1,0.5,1.25,78.32,46982,-11834,159931.6225,9
E12,E32,R-30,"2"" Vert",SB60,0.1,0.5,1.25,78.21,46893,-9619,162187.4575,9
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,78.80,47635,-10136,142784.869,8
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,78.33,47229,-5232,148503.359,8
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,78.23,47133,-3017,150895.974,9
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,79.00,47862,-3534,152095.6415,8
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,78.50,47419,-18978,158537.1115,8
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,78.43,47333,-16764,160734.3265,8
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,78.87,47711,-17280,153133.6455,8
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,78.39,47288,-17066,159184.3155,8
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,78.28,47192,-14851,161576.9305,8
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,77.99,46752,-15368,152715.681,9
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,77.66,46416,2091,157066.371,9
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,77.50,46282,4306,160201.506,9
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,78.16,46935,3789,162886.2135,9
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,77.76,46580,-11655,167608.1635,9
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,77.65,46477,-9441,170137.5585,9
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,78.04,46809,-9957,163435.7175,9
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,77.66,46455,-9743,168138.1275,9
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.1,0.5,1.25,77.55,46346,-7528,170784.7625,9
E10,E30,R-25,"2"" Vert",SB70,0.15,0.5,1.25,80.57,49280,-8045,103730.049,7
E11,E30,R-25,"2"" Vert",SB70,0.15,0.5,1.25,80.11,48958,1680,107807.179,7
E12,E30,R-25,"2"" Vert",SB70,0.15,0.5,1.25,79.97,48837,3894,110688.294,7
E10,E31,R-25,"2"" Vert",SB70,0.15,0.5,1.25,80.79,49509,3378,113001.7415,7
E11,E31,R-25,"2"" Vert",SB70,0.15,0.5,1.25,80.33,49201,-12067,116805.3115,7
E12,E31,R-25,"2"" Vert",SB70,0.15,0.5,1.25,80.19,49083,-9852,119627.8065,7
E10,E32,R-25,"2"" Vert",SB70,0.15,0.5,1.25,80.64,49357,-10369,114059.2855,7
E11,E32,R-25,"2"" Vert",SB70,0.15,0.5,1.25,80.18,49042,-10154,117999.6355,7
E12,E32,R-25,"2"" Vert",SB70,0.15,0.5,1.25,80.04,48919,-7939,120919.8305,7
E10,E30,R-30,"2"" Vert",SB70,0.15,0.5,1.25,79.54,48193,-8456,117647.021,8
E11,E30,R-30,"2"" Vert",SB70,0.15,0.5,1.25,79.05,47732,9003,124440.211,8
E12,E30,R-30,"2"" Vert",SB70,0.15,0.5,1.25,78.92,47609,11217,127360.406,8
E10,E31,R-30,"2"" Vert",SB70,0.15,0.5,1.25,79.73,48428,10701,126801.4735,7
E11,E31,R-30,"2"" Vert",SB70,0.15,0.5,1.25,79.26,47997,-4744,133008.4635,8
E12,E31,R-30,"2"" Vert",SB70,0.15,0.5,1.25,79.14,47877,-2529,135870.0385,8
E10,E32,R-30,"2"" Vert",SB70,0.15,0.5,1.25,79.61,48271,-3046,127956.7175,8
E11,E32,R-30,"2"" Vert",SB70,0.15,0.5,1.25,79.12,47819,-2831,134574.0475,8
E12,E32,R-30,"2"" Vert",SB70,0.15,0.5,1.25,78.99,47695,-616,137513.7825,8
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,79.65,48603,-1133,114867.554,7
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,79.12,48125,3771,121992.924,8
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,79.00,48013,5985,124698.179,8
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,79.86,48839,5469,124002.4665,7
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,79.34,48379,-9976,130776.1165,8
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,79.20,48256,-7761,133696.3115,8
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,79.72,48680,-8278,125196.7905,7
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,79.20,48214,-8063,132087.6805,8
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,79.07,48093,-5848,134968.7955,8
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,78.64,47456,-6365,129956.926,8
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,78.24,47091,11094,134874.276,9
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,78.13,46995,13308,137266.891,9
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,78.85,47692,12792,139091.8385,8
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,78.38,47260,-2653,145318.3685,8
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,78.28,47168,-438,147632.8235,9
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,78.71,47537,-955,140208.0025,8
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,78.30,47154,-740,145477.0725,9
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.15,0.5,1.25,78.19,47056,1475,147908.7675,9
E10,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.25,80.59,49163,958,115018.824,7
E11,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.25,80.09,48827,-7323,119369.514,7
E12,E30,R-25,"2"" Vert",SB60,0.15,0.5,1.25,79.95,48711,-5108,122152.929,7
E10,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.25,80.79,49374,-5625,124642.2365,7
E11,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.25,80.31,49066,-21069,128445.8065,7
E12,E31,R-25,"2"" Vert",SB60,0.15,0.5,1.25,80.17,48939,-18855,131444.1615,7
E10,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.25,80.66,49237,-19371,125406.6805,7
E11,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.25,80.17,48907,-19157,129640.1305,7
E12,E32,R-25,"2"" Vert",SB60,0.15,0.5,1.25,80.02,48782,-16942,132599.4055,7
E10,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.25,79.57,48162,-17459,127255.356,8
E11,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.25,79.06,47721,0,133657.746,8
E12,E30,R-30,"2"" Vert",SB60,0.15,0.5,1.25,78.92,47599,2215,136558.401,8
E10,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.25,79.75,48362,1698,137093.7085,8
E11,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.25,79.27,47956,-13746,142812.1985,8
E12,E31,R-30,"2"" Vert",SB60,0.15,0.5,1.25,79.14,47838,-11532,145634.6935,8
E10,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.25,79.63,48231,-12048,137740.9125,8
E11,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.25,79.13,47801,-11834,143928.3625,8
E12,E32,R-30,"2"" Vert",SB60,0.15,0.5,1.25,79.00,47680,-9619,146809.4775,8
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,79.72,48555,-10136,124808.069,7
E11,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,79.17,48112,-5232,131249.539,8
E12,E30,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,79.04,48008,-3017,133798.474,8
E10,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,79.92,48770,-3534,134353.3215,7
E11,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,79.38,48338,-18978,140579.8515,8
E12,E31,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,79.23,48221,-16764,143382.8065,8
E10,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,79.78,48624,-17280,135293.6255,7
E11,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,79.24,48190,-17066,141559.2355,8
E12,E32,R-25,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,79.11,48078,-14851,144264.4905,8
E10,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,78.73,47504,-15368,138021.601,8
E11,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,78.30,47130,2091,143114.811,9
E12,E30,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,78.19,47026,4306,145663.746,9
E10,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,78.93,47735,3789,147254.2135,8
E11,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,78.45,47303,-11655,153480.7435,8
E12,E31,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,78.35,47208,-9441,155853.8185,8
E10,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,78.80,47584,-9957,148292.2175,8
E11,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,78.35,47186,-9743,153854.3875,8
E12,E32,R-30,"2"" Vert+Horiz",SB60,0.15,0.5,1.25,78.25,47093,-7528,156188.3825,9
E10,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.25,81.68,50322,-8045,83369.369,6
E11,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.25,81.17,49917,1680,89068.319,6
E12,E30,R-25,"2"" Vert",SB70,0.2,0.5,1.25,81.03,49809,3894,91695.414,6
E10,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.25,81.90,50549,3378,92680.1415,6
E11,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.25,81.39,50137,-12067,98515.8715,6
E12,E31,R-25,"2"" Vert",SB70,0.2,0.5,1.25,81.24,50020,-9852,101318.8265,6
E10,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.25,81.74,50383,-10369,94011.2455,6
E11,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.25,81.24,49987,-10154,99534.3355,6
E12,E32,R-25,"2"" Vert",SB70,0.2,0.5,1.25,81.11,49881,-7939,102122.3505,6
E10,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.25,80.49,49125,-8456,99435.741,7
E11,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.25,80.02,48793,9003,103708.271,7
E12,E30,R-30,"2"" Vert",SB70,0.2,0.5,1.25,79.88,48666,11217,106706.626,7
E10,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.25,80.69,49350,10701,108785.5935,7
E11,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.25,80.25,49041,-4744,112608.7035,7
E12,E31,R-30,"2"" Vert",SB70,0.2,0.5,1.25,80.11,48923,-2529,115431.1985,7
E10,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.25,80.56,49202,-3046,109764.9775,7
E11,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.25,80.10,48881,-2831,113822.5675,7
E12,E32,R-30,"2"" Vert",SB70,0.2,0.5,1.25,79.96,48752,-616,116860.0025,7
E10,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,80.67,49564,-1133,96089.614,7
E11,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,80.15,49136,3771,102237.984,7
E12,E30,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,80.09,49151,5985,102461.659,7
E10,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,80.89,49787,5469,105478.5465,6
E11,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,80.36,49356,-9976,111685.5365,7
E12,E31,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,80.23,49248,-7761,114312.6315,7
E10,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,80.75,49636,-8278,106516.5505,6
E11,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,80.23,49213,-8063,112567.2205,7
E12,E32,R-25,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,80.09,49098,-5848,115331.0955,7
E10,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,79.56,48443,-6365,110670.946,7
E11,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,79.08,48012,11094,116877.936,8
E12,E30,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,78.96,47898,13308,119622.271,8
E10,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,79.78,48693,12792,119532.2985,7
E11,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,79.27,48240,-2653,126169.1685,8
E12,E31,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,79.16,48135,-438,128737.6435,8
E10,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,79.64,48528,-955,120843.8625,7
E11,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,79.15,48089,-740,127207.1725,8
E12,E32,R-30,"2"" Vert+Horiz",SB70,0.2,0.5,1.25,79.03,47978,1475,129892.8875,8
E10,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.25,81.67,50170,958,95342.044,6
E11,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.25,81.14,49766,-7323,101021.454,6
E12,E30,R-25,"2"" Vert",SB60,0.2,0.5,1.25,80.99,49653,-5108,103746.249,6
E10,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.25,81.88,50400,-5625,104594.1965,6
E11,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.25,81.34,49980,-21069,110586.2465,6
E12,E31,R-25,"2"" Vert",SB60,0.2,0.5,1.25,81.20,49860,-18855,113447.8215,6
E10,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.25,81.73,50237,-19371,105866.6805,6
E11,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.25,81.21,49831,-19157,111585.1705,6
E12,E32,R-25,"2"" Vert",SB60,0.2,0.5,1.25,81.07,49727,-16942,114134.1055,6
E10,E30,R-30,"2"" Vert",SB60,0.2,0.5,1.25,80.49,49004,-17459,110802.676,7
E11,E30,R-30,"2"" Vert",SB60,0.2,0.5,1.25,80.03,48678,0,114957.966,7
E12,E30,R-30,"2"" Vert",SB60,0.2,0.5,1.25,79.88,48558,2215,117819.541,7
E10,E31,R-30,"2"" Vert",SB60,0.2,0.5,1.25,80.70,49223,1698,120269.7685,7
E11,E31,R-30,"2"" Vert",SB60,0.2,0.5,1.25,80.24,48910,-13746,124171.0385,7
E12,E31,R-30,"2"" Vert",SB60,0.2,0.5,1.25,80.11,48797,-11532,126895.8335,7
E10,E32,R-30,"2"" Vert",SB60,0.2,0.5,1.25,80.57,49079,-12048,121170.9925,7
E11,E32,R-30,"2"" Vert",SB60,0.2,0.5,1.25,80.11,48759,-11834,125209.0425,7
E12,E32,R-30,"2"" Vert",SB60,0.2,0.5,1.25,79.96,48636,-9619,128129.2375,7
E10,E30,R-25,"2"" Vert+Horiz",SB60,0.2,0.5,1.25,80.73,49467,-10136,106987.589,7
